Country,Year,Month,Visitors
 Germany,2005, May,9681
 Germany,2005, June,8236
 Germany,2005, July,10004
 Germany,2005, August,8512
 Germany,2005, september,10340
 Germany,2005, October,14418
 Germany,2005, november,11207
 Germany,2005, december,6796
 Italy,2005, January,2940
 Italy,2005, February,2560
 Italy,2005, March,3862
 Italy,2005, April,4570
 Italy,2005, May,3766
 Italy,2005, June,3202
 Italy,2005, July,4049
 Italy,2005, August,4420
 Italy,2005, september,3926
 Italy,2005, October,5067
 Italy,2005, november,3613
 Italy,2005, december,2716
 Russia,2005, January,4039
 Russia,2005, February,4177
 Russia,2005, March,5543
 Russia,2005, April,5388
 Russia,2005, May,4744
 Russia,2005, June,5248
 Russia,2005, July,6379
 Russia,2005, August,5557
 Russia,2005, september,5577
 Russia,2005, October,6207
 Russia,2005, november,6301
 Russia,2005, december,4449
 Spain,2005, January,1145
 Spain,2005, February,1319
 Spain,2005, March,2162
 Spain,2005, April,2016
 Spain,2005, May,2050
 Spain,2005, June,1806
 Spain,2005, July,3343
 Spain,2005, August,3313
 Spain,2005, september,2973
 Spain,2005, October,2502
 Spain,2005, november,1830
 Spain,2005, december,1270
 Sweden,2005, January,1762
 Sweden,2005, February,1544
 Sweden,2005, March,2306
 Sweden,2005, April,2272
 Sweden,2005, May,1754
 Sweden,2005, June,1651
 Sweden,2005, July,1596
 Sweden,2005, August,1510
 Sweden,2005, september,2025
 Sweden,2005, October,3126
 Sweden,2005, november,2059
 Sweden,2005, december,1492
 Netherlands,2005, January,2792
 Netherlands,2005, February,2219
 Netherlands,2005, March,2595
 Netherlands,2005, April,2873
 Netherlands,2005, May,2537
 Netherlands,2005, June,2091
 Netherlands,2005, July,2700
 Netherlands,2005, August,2500
 Netherlands,2005, september,2382
 Netherlands,2005, October,3293
 Netherlands,2005, november,2573
 Netherlands,2005, december,1952
 Switzerland,2005, January,1518
 Switzerland,2005, February,1469
 Switzerland,2005, March,2333
 Switzerland,2005, April,2456
 Switzerland,2005, May,2005
 Switzerland,2005, June,1529
 Switzerland,2005, July,2338
 Switzerland,2005, August,1753
 Switzerland,2005, september,2129
 Switzerland,2005, October,2700
 Switzerland,2005, november,1655
 Switzerland,2005, december,1345
 Belgium,2005, January,892
 Belgium,2005, February,911
 Belgium,2005, March,1578
 Belgium,2005, April,1229
 Belgium,2005, May,1285
 Belgium,2005, June,1234
 Belgium,2005, July,1287
 Belgium,2005, August,964
 Belgium,2005, september,1218
 Belgium,2005, October,1584
 Belgium,2005, november,1241
 Belgium,2005, december,739
 Finland,2005, January,948
 Finland,2005, February,1016
 Finland,2005, March,1277
 Finland,2005, April,1107
 Finland,2005, May,1256
 Finland,2005, June,827
 Finland,2005, July,857
 Finland,2005, August,900
 Finland,2005, september,1064
 Finland,2005, October,1533
 Finland,2005, november,1241
 Finland,2005, december,869
Poland,2005, January,555
Poland,2005, February,464
Poland,2005, March,633
Poland,2005, April,640
Poland,2005, May,719
Poland,2005, June,616
Poland,2005, July,570
Poland,2005, August,531
Poland,2005, september,744
Poland,2005, October,564
Poland,2005, november,540
Poland,2005, december,334
 Denmark,2005, January,869
 Denmark,2005, February,755
 Denmark,2005, March,1093
 Denmark,2005, April,1447
 Denmark,2005, May,929
 Denmark,2005, June,938
 Denmark,2005, July,1056
 Denmark,2005, August,769
 Denmark,2005, september,1103
 Denmark,2005, October,1523
 Denmark,2005, november,1105
 Denmark,2005, december,795
 Norway,2005, January,628
 Norway,2005, February,679
 Norway,2005, March,887
 Norway,2005, April,873
 Norway,2005, May,699
 Norway,2005, June,634
 Norway,2005, July,739
 Norway,2005, August,631
 Norway,2005, september,738
 Norway,2005, October,881
 Norway,2005, november,805
 Norway,2005, december,502
 Austria,2005, January,800
 Austria,2005, February,975
 Austria,2005, March,1190
 Austria,2005, April,1148
 Austria,2005, May,1066
 Austria,2005, June,838
 Austria,2005, July,1153
 Austria,2005, August,951
 Austria,2005, september,1176
 Austria,2005, October,1417
 Austria,2005, november,967
 Austria,2005, december,638
 Portugal,2005, January,531
 Portugal,2005, February,830
 Portugal,2005, March,846
 Portugal,2005, April,595
 Portugal,2005, May,619
 Portugal,2005, June,1179
 Portugal,2005, July,1178
 Portugal,2005, August,1691
 Portugal,2005, september,681
 Portugal,2005, October,762
 Portugal,2005, november,684
 Portugal,2005, december,1077
 Ireland,2005, January,1254
 Ireland,2005, February,953
 Ireland,2005, March,1396
 Ireland,2005, April,1239
 Ireland,2005, May,965
 Ireland,2005, June,954
 Ireland,2005, July,1265
 Ireland,2005, August,1388
 Ireland,2005, september,1244
 Ireland,2005, October,1229
 Ireland,2005, november,999
 Ireland,2005, december,826
 US,2005, January,57704
 US,2005, February,53128
 US,2005, March,80916
 US,2005, April,76971
 US,2005, May,73094
 US,2005, June,81686
 US,2005, July,78619
 US,2005, August,62645
 US,2005, september,58916
 US,2005, October,76704
 US,2005, november,63612
 US,2005, december,58038
 Canada,2005, January,13091
 Canada,2005, February,11777
 Canada,2005, March,14637
 Canada,2005, April,12874
 Canada,2005, May,11593
 Canada,2005, June,10101
 Canada,2005, July,14096
 Canada,2005, August,13087
 Canada,2005, september,10460
 Canada,2005, October,13461
 Canada,2005, november,11810
 Canada,2005, december,13025
 Mexico,2005, January,998
 Mexico,2005, February,835
 Mexico,2005, March,2147
 Mexico,2005, April,1273
 Mexico,2005, May,1511
 Mexico,2005, June,1627
 Mexico,2005, July,2566
 Mexico,2005, August,1363
 Mexico,2005, september,1928
 Mexico,2005, October,1916
 Mexico,2005, november,1361
 Mexico,2005, december,1098
 Brazil,2005, January,931
 Brazil,2005, February,905
 Brazil,2005, March,1300
 Brazil,2005, April,1640
 Brazil,2005, May,1711
 Brazil,2005, June,1220
 Brazil,2005, July,1578
 Brazil,2005, August,1340
 Brazil,2005, september,1817
 Brazil,2005, October,1841
 Brazil,2005, november,1040
 Brazil,2005, december,1878
 Australia,2005, January,19860
 Australia,2005, February,15031
 Australia,2005, March,16646
 Australia,2005, April,17898
 Australia,2005, May,15027
 Australia,2005, June,18463
 Australia,2005, July,19254
 Australia,2005, August,16019
 Australia,2005, september,21072
 Australia,2005, October,15810
 Australia,2005, november,12297
 Australia,2005, december,18802
 new zealand,2005, January,3075
 new zealand,2005, February,2151
 new zealand,2005, March,2806
 new zealand,2005, April,3532
 new zealand,2005, May,2773
 new zealand,2005, June,2580
 new zealand,2005, July,3371
 new zealand,2005, August,3015
 new zealand,2005, september,3849
 new zealand,2005, October,2813
 new zealand,2005, november,2339
 new zealand,2005, december,2677
 South Korea,2006, January,192590
 South Korea,2006, February,174239
 South Korea,2006, March,149071
 South Korea,2006, April,162657
 South Korea,2006, May,161080
 South Korea,2006, June,153706
 South Korea,2006, July,197622
 South Korea,2006, August,220332
 South Korea,2006, september,156451
 South Korea,2006, October,187601
 South Korea,2006, november,177298
 South Korea,2006, december,184678
 China,2006, January,68854
 China,2006, February,55842
 China,2006, March,70491
 China,2006, April,73932
 China,2006, May,64298
 China,2006, June,51243
 China,2006, July,81476
 China,2006, August,81117
 China,2006, september,75161
 China,2006, October,76381
 China,2006, november,62997
 China,2006, december,49883
 Taiwan,2006, January,109560
 Taiwan,2006, February,92508
 Taiwan,2006, March,94927
 Taiwan,2006, April,128895
 Taiwan,2006, May,110240
 Taiwan,2006, June,110294
 Taiwan,2006, July,146392
 Taiwan,2006, August,112300
 Taiwan,2006, september,99364
 Taiwan,2006, October,122855
 Taiwan,2006, november,95999
 Taiwan,2006, december,85787
 Hong Kong,2006, January,36601
 Hong Kong,2006, February,28071
 Hong Kong,2006, March,26440
 Hong Kong,2006, April,34728
 Hong Kong,2006, May,23532
 Hong Kong,2006, June,25408
 Hong Kong,2006, July,35949
 Hong Kong,2006, August,29994
 Hong Kong,2006, september,22567
 Hong Kong,2006, October,27166
 Hong Kong,2006, november,24809
 Hong Kong,2006, december,37000
 Thailand,2006, January,6716
 Thailand,2006, February,6876
 Thailand,2006, March,14779
 Thailand,2006, April,22015
 Thailand,2006, May,10357
 Thailand,2006, June,6741
 Thailand,2006, July,7317
 Thailand,2006, August,6679
 Thailand,2006, september,8750
 Thailand,2006, October,13812
 Thailand,2006, november,10546
 Thailand,2006, december,11116
 Singapore,2006, January,6958
 Singapore,2006, February,4769
 Singapore,2006, March,7597
 Singapore,2006, April,10935
 Singapore,2006, May,9082
 Singapore,2006, June,10777
 Singapore,2006, July,7345
 Singapore,2006, August,5582
 Singapore,2006, september,6883
 Singapore,2006, October,10453
 Singapore,2006, november,12938
 Singapore,2006, december,22551
Malaysia,2006, January,6213
Malaysia,2006, February,4175
Malaysia,2006, March,7501
Malaysia,2006, April,10267
Malaysia,2006, May,6937
Malaysia,2006, June,5270
Malaysia,2006, July,5779
Malaysia,2006, August,4951
Malaysia,2006, september,5857
Malaysia,2006, October,9338
Malaysia,2006, november,8472
Malaysia,2006, december,10867
 Indonesia,2006, January,3987
 Indonesia,2006, February,2705
 Indonesia,2006, March,3544
 Indonesia,2006, April,6244
 Indonesia,2006, May,3724
 Indonesia,2006, June,4657
 Indonesia,2006, July,5284
 Indonesia,2006, August,3883
 Indonesia,2006, september,3996
 Indonesia,2006, October,9991
 Indonesia,2006, november,5307
 Indonesia,2006, december,6589
 Philippines,2006, January,8515
 Philippines,2006, February,5986
 Philippines,2006, March,7613
 Philippines,2006, April,10491
 Philippines,2006, May,9663
 Philippines,2006, June,7860
 Philippines,2006, July,8295
 Philippines,2006, August,7539
 Philippines,2006, september,7600
 Philippines,2006, October,8387
 Philippines,2006, november,7197
 Philippines,2006, december,6384
 Vietnam,2006, January,1643
 Vietnam,2006, February,2080
 Vietnam,2006, March,2246
 Vietnam,2006, April,2459
 Vietnam,2006, May,1918
 Vietnam,2006, June,1811
 Vietnam,2006, July,2393
 Vietnam,2006, August,2073
 Vietnam,2006, september,2488
 Vietnam,2006, October,2747
 Vietnam,2006, november,2090
 Vietnam,2006, december,1689
 India,2006, January,5452
 India,2006, February,4060
 India,2006, March,4834
 India,2006, April,5346
 India,2006, May,6283
 India,2006, June,4904
 India,2006, July,5493
 India,2006, August,5127
 India,2006, september,5402
 India,2006, October,5739
 India,2006, november,5462
 India,2006, december,4403
 Israel,2006, January,661
 Israel,2006, February,687
 Israel,2006, March,1003
 Israel,2006, April,1263
 Israel,2006, May,923
 Israel,2006, June,831
 Israel,2006, July,937
 Israel,2006, August,848
 Israel,2006, september,1063
 Israel,2006, October,1714
 Israel,2006, november,987
 Israel,2006, december,669
 Türkiye,2006, January,640
 Türkiye,2006, February,512
 Türkiye,2006, March,626
 Türkiye,2006, April,677
 Türkiye,2006, May,594
 Türkiye,2006, June,567
 Türkiye,2006, July,605
 Türkiye,2006, August,745
 Türkiye,2006, september,705
 Türkiye,2006, October,1176
 Türkiye,2006, november,809
 Türkiye,2006, december,467
 uk,2006, January,18162
 uk,2006, February,14494
 uk,2006, March,19438
 uk,2006, April,22457
 uk,2006, May,17131
 uk,2006, June,13462
 uk,2006, July,18731
 uk,2006, August,17448
 uk,2006, september,17223
 uk,2006, October,23226
 uk,2006, november,18655
 uk,2006, december,16049
 France,2006, January,8487
 France,2006, February,7423
 France,2006, March,9473
 France,2006, April,13088
 France,2006, May,10329
 France,2006, June,7946
 France,2006, July,11128
 France,2006, August,10096
 France,2006, september,9421
 France,2006, October,12631
 France,2006, november,9551
 France,2006, december,8212
 Germany,2006, January,7928
 Germany,2006, February,8099
 Germany,2006, March,11741
 Germany,2006, April,11206
 Germany,2006, May,9897
 Germany,2006, June,7044
 Germany,2006, July,9271
 Germany,2006, August,8386
 Germany,2006, september,10035
 Germany,2006, October,13519
 Germany,2006, november,11146
 Germany,2006, december,7065
 Italy,2006, January,2847
 Italy,2006, February,2658
 Italy,2006, March,3817
 Italy,2006, April,3763
 Italy,2006, May,3537
 Italy,2006, June,2966
 Italy,2006, July,4061
 Italy,2006, August,4981
 Italy,2006, september,4704
 Italy,2006, October,5410
 Italy,2006, november,4163
 Italy,2006, december,3500
 Russia,2006, January,5086
 Russia,2006, February,3710
 Russia,2006, March,4724
 Russia,2006, April,5007
 Russia,2006, May,5070
 Russia,2006, June,4354
 Russia,2006, July,6240
 Russia,2006, August,5261
 Russia,2006, september,5311
 Russia,2006, October,5935
 Russia,2006, november,5881
 Russia,2006, december,4075
 Spain,2006, January,1151
 Spain,2006, February,1205
 Spain,2006, March,2054
 Spain,2006, April,2526
 Spain,2006, May,1765
 Spain,2006, June,1521
 Spain,2006, July,2831
 Spain,2006, August,3986
 Spain,2006, september,2654
 Spain,2006, October,3133
 Spain,2006, november,2093
 Spain,2006, december,1766
Sweden,2006, January,2015
Sweden,2006, February,1478
Sweden,2006, March,2514
Sweden,2006, April,2803
Sweden,2006, May,1805
Sweden,2006, June,1793
Sweden,2006, July,1783
Sweden,2006, August,1473
Sweden,2006, september,2182
Sweden,2006, October,3296
Sweden,2006, november,2338
Sweden,2006, december,1819
 Netherlands,2006, January,2322
 Netherlands,2006, February,1992
 Netherlands,2006, March,2411
 Netherlands,2006, April,2804
 Netherlands,2006, May,2474
 Netherlands,2006, June,2024
 Netherlands,2006, July,2792
 Netherlands,2006, August,2222
 Netherlands,2006, september,2656
 Netherlands,2006, October,3639
 Netherlands,2006, november,2948
 Netherlands,2006, december,2308
 Switzerland,2006, January,1233
 Switzerland,2006, February,1226
 Switzerland,2006, March,2068
 Switzerland,2006, April,2551
 Switzerland,2006, May,1802
 Switzerland,2006, June,1277
 Switzerland,2006, July,2245
 Switzerland,2006, August,1537
 Switzerland,2006, september,2181
 Switzerland,2006, October,2851
 Switzerland,2006, november,2068
 Switzerland,2006, december,1481
 Belgium,2006, January,840
 Belgium,2006, February,903
 Belgium,2006, March,1144
 Belgium,2006, April,1314
 Belgium,2006, May,1089
 Belgium,2006, June,833
 Belgium,2006, July,1253
 Belgium,2006, August,918
 Belgium,2006, september,1149
 Belgium,2006, October,1584
 Belgium,2006, november,1249
 Belgium,2006, december,855
 Finland,2006, January,1053
 Finland,2006, February,1021
 Finland,2006, March,1511
 Finland,2006, April,1399
 Finland,2006, May,1192
 Finland,2006, June,1218
 Finland,2006, July,1224
 Finland,2006, August,1020
 Finland,2006, september,1202
 Finland,2006, October,1975
 Finland,2006, november,1326
 Finland,2006, december,1101
Poland,2006, January,481
